wall_time,state,phase,phase_elapsed,sim_boot_time_ms,race_start_boot_time_ms,active_gate_index,armed,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gate_detected,gate_cx,gate_cy,gate_area_px,gate_range_m,collision_id,collision_threat,collision_impulse
1784241606.463607,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.9989733695983887,-0.0017293532146140933,-9.340356826782227,0.0,0.0,-0.0,False,,,,,,,
1784241606.4840572,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.9989733695983887,-0.0017293532146140933,-9.340356826782227,0.0,0.0,-0.0,True,324.77272727272725,176.26521412471826,1331.0,12.972972972972975,,,
1784241606.503837,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.9989733695983887,-0.0017293532146140933,-9.340356826782227,0.0,0.0,-0.0,True,324.77272727272725,176.26521412471826,1331.0,12.972972972972975,,,
1784241606.5240247,WAITING_FOR_ARM,thrust_low,,10530,3300,0,False,0.0,0.0,0.0,0.25,-2.9989733695983887,-0.0017293532146140933,-9.340356826782227,0.0,0.0,-0.0,True,324.79066866267465,176.34256487025948,1336.0,12.972972972972975,,,
1784241606.544175,RUNNING,thrust_low,0.0,10530,3300,0,True,0.0,0.0,0.0,0.25,-2.9989733695983887,-0.0017293532146140933,-9.340356826782227,0.0,0.0,-0.0,True,324.7953128895537,176.35602094240838,1337.0,12.972972972972975,,,
1784241606.5643408,RUNNING,thrust_low,0.020615999994333833,10530,3300,0,True,0.0,0.0,0.0,0.25,-2.985795497894287,-0.04576137661933899,-9.544905662536621,-0.0016565893311053514,-0.007214282639324665,-7.862923666834831e-06,True,324.7953128895537,176.35602094240838,1337.0,12.972972972972975,,,
1784241606.5839603,RUNNING,thrust_low,0.04023710003821179,10530,3300,0,True,0.0,0.0,0.0,0.25,-2.959141254425049,0.05216962471604347,-9.327200889587402,-0.00445359293371439,-0.004697715397924185,-0.0016228088643401861,True,324.7953128895537,176.35602094240838,1337.0,12.972972972972975,,,
1784241606.6042361,RUNNING,thrust_low,0.06046750000678003,10530,3300,0,True,0.0,0.0,0.0,0.25,-2.067807674407959,-0.044760316610336304,-9.255115509033203,0.003318418748676777,-0.0008960005361586809,0.0004268346820026636,True,324.8211715065773,176.41921072226359,1343.0,12.972972972972975,,,
1784241606.6238263,RUNNING,thrust_low,0.08007999998517334,10530,3300,0,True,0.0,0.0,0.0,0.25,-1.668644666671753,-0.011387018486857414,-9.348566055297852,0.0010819833260029554,-0.0006541855400428176,0.00025962633662857115,True,324.7611421477343,176.48181253879577,1342.5,12.972972972972975,,,
1784241606.6440034,RUNNING,thrust_low,0.1002345000160858,10530,3300,0,True,0.0,0.0,0.0,0.25,-1.2354686260223389,0.001721634529531002,-9.345941543579102,-0.0012733300682157278,-0.002199032809585333,4.086847184225917e-06,True,324.7611421477343,176.48181253879577,1342.5,12.972972972972975,,,
1784241606.6641138,RUNNING,thrust_low,0.12035119999200106,10530,3300,0,True,0.0,0.0,0.0,0.25,-0.8169835805892944,-0.0018912793602794409,-9.337604522705078,-0.0001475662866141647,-0.0015511392848566175,2.1161589756957255e-05,True,324.73237300985596,176.6700783421784,1319.0,12.972972972972975,,,
1784241606.68394,RUNNING,thrust_low,0.14021949999732897,10530,3300,0,True,0.0,0.0,0.0,0.25,-0.5267925262451172,0.0020805280655622482,-9.343645095825195,-0.00031106616370379925,-0.000735391688067466,-6.52125381748192e-05,True,324.7816439737771,176.65683308119011,1322.0,12.972972972972975,,,
1784241606.7038815,RUNNING,thrust_low,0.16014849999919534,10530,3300,0,True,0.0,0.0,0.0,0.25,-0.4512009620666504,-0.0010454064467921853,-9.351000785827637,-0.0009224604582414031,-0.0029216944240033627,0.00035441748332232237,True,324.7816439737771,176.65683308119011,1322.0,12.972972972972975,,,
1784241606.724305,RUNNING,thrust_low,0.18053040001541376,10530,3300,0,True,0.0,0.0,0.0,0.25,-0.35198974609375,0.0012379306135699153,-9.31689453125,-0.00016996492922771722,-0.00038585782749578357,-6.640065112151206e-05,True,324.92056309703366,176.54638009049773,1326.0,12.972972972972975,,,
1784241606.7438858,RUNNING,thrust_low,0.20014030003221706,10530,3300,0,True,0.0,0.0,0.0,0.25,-0.31201863288879395,-0.002907645422965288,-9.31013298034668,0.0002866689465008676,0.00010521521471673623,5.116428656037897e-05,True,324.9214357429719,176.53664658634537,1328.0,12.972972972972975,,,
1784241606.764079,RUNNING,thrust_low,0.22035660000983626,10530,3300,0,True,0.0,0.0,0.0,0.25,-0.3238391876220703,-0.0010926953982561827,-9.370023727416992,-0.0006269403966143727,-0.0021851009223610163,0.0001895763271022588,True,324.9214357429719,176.53664658634537,1328.0,12.972972972972975,,,
1784241606.7844768,RESETTING,thrust_low,0.24016370001481846,10781,3300,0,True,0.0,0.0,0.0,0.25,-0.25475406646728516,-0.003179709892719984,-9.284750938415527,0.000443366909166798,-0.00018585847283247858,2.6401670766063035e-05,True,324.9214357429719,176.53664658634537,1328.0,12.972972972972975,1002,1,0.0007739724242128432
