wall_time,state,phase,phase_elapsed,sim_boot_time_ms,race_start_boot_time_ms,active_gate_index,armed,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gate_detected,gate_cx,gate_cy,gate_area_px,gate_range_m,collision_id,collision_threat,collision_impulse
1784242080.9072223,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,,,,,,,False,,,,,,,
1784242080.927841,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.4115226337448,182.87319958847735,648.0,13.714285714285717,,,
1784242080.9476013,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.57358490566037,182.49232704402513,662.5,12.812077139568466,,,
1784242080.9675944,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.7293532338308,182.1644278606965,670.0,12.8307965744195,,,
1784242080.9877763,RESETTING,thrust_low,,,,,False,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.7293532338308,182.1644278606965,670.0,12.8307965744195,,,
1784242081.0073998,RESETTING,thrust_low,,,,,True,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.46031746031747,182.3817082388511,661.5,12.800000000000002,,,
1784242081.0277357,WAITING_FOR_ARM,thrust_low,,474040,3283,0,True,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.8230421686747,181.9332329317269,664.0,12.800000000000002,,,
1784242081.0477562,RUNNING,thrust_low,0.0,474040,3283,0,True,0.0,0.0,0.0,0.25,-2.998948335647583,-0.0018861712887883186,-9.340364456176758,0.0,0.0,-0.0,True,325.8230421686747,181.9332329317269,664.0,12.800000000000002,,,
1784242081.0677693,RUNNING,thrust_low,0.02015719999326393,474040,3283,0,True,0.0,0.0,0.0,0.25,-3.0761404037475586,0.08928554505109787,-8.36411190032959,-0.013010949827730656,-0.012800500728189945,-0.00015867454931139946,True,325.7124134520277,182.00346191889219,674.0,12.800000000000002,,,
1784242081.0876884,RUNNING,thrust_low,0.0400746000232175,474040,3283,0,True,0.0,0.0,0.0,0.25,-2.9428861141204834,-0.09293818473815918,-9.335659980773926,0.004500489681959152,-0.015451466664671898,-0.00023571355268359184,True,326.1870675256502,181.13147220233833,698.5,12.800000000000002,,,
1784242081.107831,RUNNING,thrust_low,0.06021980004152283,474040,3283,0,True,0.0,0.0,0.0,0.25,-2.5916590690612793,-0.012658932246267796,-9.41109848022461,-0.0007113109459169209,-0.004495305474847555,-0.0026580237317830324,True,326.1870675256502,181.13147220233833,698.5,12.800000000000002,,,
1784242081.1274493,RUNNING,thrust_low,0.07987850002245978,474040,3283,0,True,0.0,0.0,0.0,0.25,-1.2574737071990967,0.015826482325792313,-9.29996395111084,-0.001857212046161294,-0.0006613302975893021,-0.0003129684482701123,True,325.96431120628125,180.3604568165596,700.5,12.800000000000002,,,
1784242081.1474936,RUNNING,thrust_low,0.09985840000445023,474040,3283,0,True,0.0,0.0,0.0,0.25,-0.7969651222229004,0.008370843715965748,-9.215734481811523,-0.0011634781258180737,-0.00045262352796271443,-0.0002083472500089556,True,325.96431120628125,180.3604568165596,700.5,12.800000000000002,,,
